risk,proposed_action,path,prefix,kind,priority,live_bytes,snapshot_blob_size,byte_relation,tracked_relation,snapshot_blob,live_blob,sensitive_path_redacted
P0_sensitive,sensitive_hold_secret_scan_before_any_public_tracking,<redacted-sensitive-path:.csv>,logs,sensitive_path,P0_sensitive_hold,232996,232996,live_differs_from_snapshot_untracked,not_tracked_current_index,ecee632ed68d4a7331a87ea2250790119a2334c1,15ed85d7bb3230c0ecfefb91079d659050867461,True
P0_sensitive,sensitive_hold_secret_scan_before_any_public_tracking,<redacted-sensitive-path:.csv>,logs,sensitive_path,P0_sensitive_hold,161355,161355,live_differs_from_snapshot_untracked,not_tracked_current_index,459bbeaa01262b83eac3775f676e2b4f88607683,c11e0f420209db48ce3ab37769a9348380469074,True
P0_sensitive,sensitive_hold_secret_scan_before_any_public_tracking,<redacted-sensitive-path:.csv>,logs,sensitive_path,P0_sensitive_hold,78,78,live_differs_from_snapshot_untracked,not_tracked_current_index,71ab0851c858c689256c0cf1fc775bbd8b71b76c,0ffdb0ba0cbcd15350cc7b22190021c15831bab6,True
P0_sensitive,sensitive_hold_secret_scan_before_any_public_tracking,<redacted-sensitive-path:.json>,logs,sensitive_path,P0_sensitive_hold,1393,1393,live_differs_from_snapshot_untracked,not_tracked_current_index,f47264cc817d589027503d47a49cdbae4b493def,b90f39ddf6b7c3a4c6bbe2d4ec1e198906dba9a4,True
P0_sensitive,sensitive_hold_secret_scan_before_any_public_tracking,<redacted-sensitive-path:.json>,logs,sensitive_path,P0_sensitive_hold,2205,2205,live_differs_from_snapshot_untracked,not_tracked_current_index,35cc5980b82d1d213ec599567639c89ed8ab9f93,ce694a1b162d65fe44986a4291157d890d21e89f,True
P0_sensitive,sensitive_hold_secret_scan_before_any_public_tracking,<redacted-sensitive-path:.json>,logs,sensitive_path,P0_sensitive_hold,1391,1391,live_differs_from_snapshot_untracked,not_tracked_current_index,0e33cc98f58afd94abc5aa22688b245a5b074b1c,234b1f36111670b3ab842f544bf0ad86f946df7c,True
P0_sensitive,sensitive_hold_secret_scan_before_any_public_tracking,<redacted-sensitive-path:.json>,logs,sensitive_path,P0_sensitive_hold,466,466,live_differs_from_snapshot_untracked,not_tracked_current_index,fda83d4894c7335ecf935a2014ec76d51f833fb7,c374b714eb66bd9587bdab3a6380648d44ec6cfe,True
P0_sensitive,sensitive_hold_secret_scan_before_any_public_tracking,<redacted-sensitive-path:.jsonl>,logs,sensitive_path,P0_sensitive_hold,48047,48047,live_differs_from_snapshot_untracked,not_tracked_current_index,11e588a781725c1a4071e355d5c091301aa325e0,0a7fafc6a0336db98ea8b207aa5340af66ab8f4c,True
P0_sensitive,sensitive_hold_secret_scan_before_any_public_tracking,<redacted-sensitive-path:.txt>,logs,sensitive_path,P0_sensitive_hold,190,190,live_differs_from_snapshot_untracked,not_tracked_current_index,381bb91eaa9d57e2e7e92030e4daf08a3b45d188,336b568f86ba5c75f2bc18c8bc83fd4c7975007b,True
P0_sensitive,sensitive_hold_secret_scan_before_any_public_tracking,<redacted-sensitive-path:.txt>,logs,sensitive_path,P0_sensitive_hold,1117,1117,live_differs_from_snapshot_untracked,not_tracked_current_index,5dff19dd622954e80945814f62657127009b6364,3c28a6f8594e55397b82a4a9363fbf216880dc0a,True
P0_sensitive,sensitive_hold_secret_scan_before_any_public_tracking,<redacted-sensitive-path:.txt>,logs,sensitive_path,P0_sensitive_hold,17615,17615,live_differs_from_snapshot_untracked,not_tracked_current_index,0c4452fa31435f4bb6becc02be532848ad7261ba,e31b0d787610f8947cceb8eb859ebf0c4a3b2bbc,True
P0_sensitive,sensitive_hold_secret_scan_before_any_public_tracking,<redacted-sensitive-path:.txt>,logs,sensitive_path,P0_sensitive_hold,2605,2605,live_differs_from_snapshot_untracked,not_tracked_current_index,20f96b077106b11faa6e6b4e2ba0eee8b17c0073,6c89ac197145d45edfaaec66e9972c849ead43ab,True
P0_sensitive,sensitive_hold_secret_scan_before_any_public_tracking,<redacted-sensitive-path:.txt>,logs,sensitive_path,P0_sensitive_hold,26240,26240,live_differs_from_snapshot_untracked,not_tracked_current_index,7d3572eaac8cd6983f94afee74b8a1082a68d861,50f8ccd534d96f8feda4a8d63f6023ff973e4394,True
P0_sensitive,sensitive_hold_secret_scan_before_any_public_tracking,<redacted-sensitive-path:.txt>,logs,sensitive_path,P0_sensitive_hold,2218,2218,live_differs_from_snapshot_untracked,not_tracked_current_index,ac6ef5d6b2e68ffd24f048449f1d8d2938d343f0,d22cc677979fa52703cd630cf2869c90010581e2,True
P0_sensitive,sensitive_hold_secret_scan_before_any_public_tracking,<redacted-sensitive-path:.txt>,logs,sensitive_path,P0_sensitive_hold,3334,3334,live_differs_from_snapshot_untracked,not_tracked_current_index,dbc553c83cea8a55981cb51eed1d13dab7934d1b,925bc4015b632df3c81ebe8db2d9d0e383e29406,True
P0_sensitive,sensitive_hold_secret_scan_before_any_public_tracking,<redacted-sensitive-path:.txt>,logs,sensitive_path,P0_sensitive_hold,24134,24134,live_differs_from_snapshot_untracked,not_tracked_current_index,25e4f422ab40a3c027a67c90e57d20bf29f1f884,f7941da27d376109f00b804a41bf4887df4f97e7,True
P0_sensitive,sensitive_hold_secret_scan_before_any_public_tracking,<redacted-sensitive-path:.txt>,logs,sensitive_path,P0_sensitive_hold,706,706,live_differs_from_snapshot_untracked,not_tracked_current_index,6b70cb45edbf1e11efb59158ea4070cd8f9d2bdd,9bc206ef073cd5aa41fbe4ce1206a20d1f24dca5,True
P0_sensitive,sensitive_hold_secret_scan_before_any_public_tracking,<redacted-sensitive-path:.txt>,logs,sensitive_path,P0_sensitive_hold,26931,26931,live_differs_from_snapshot_untracked,not_tracked_current_index,4e98e42ba50ac746c9f2429ca7460bbea996919a,83ff53d8730d9d9219a6d5507e881de4e22c1c56,True
P0_sensitive,sensitive_hold_secret_scan_before_any_public_tracking,<redacted-sensitive-path:.txt>,logs,sensitive_path,P0_sensitive_hold,2770,2770,live_differs_from_snapshot_untracked,not_tracked_current_index,494ae23bc82f92a2f2cf513676e9aff9c836f17e,a74193f806a47f7300677777f3e657f7c7e8d1d7,True
P0_sensitive,sensitive_hold_secret_scan_before_any_public_tracking,<redacted-sensitive-path:.txt>,logs,sensitive_path,P0_sensitive_hold,40232,40232,live_differs_from_snapshot_untracked,not_tracked_current_index,b03e197bdc15098642477681e3a62f8613dba144,bfc10720c372767625427e0a2faff41240460621,True
P0_sensitive,sensitive_hold_secret_scan_before_any_public_tracking,<redacted-sensitive-path:.md>,tasks,sensitive_path,P0_sensitive_hold,4033,4033,live_differs_from_snapshot_untracked,not_tracked_current_index,dc49aee6d4911cf85985f4271ed44222e7d25315,cf893ac83fb56831d3e453fa2313cf4af38c2c3b,True
P1_code_agent,git_intake_review_high_value_source_or_agent_config,nexus_os/__main__.py,nexus_os,source_or_script,P2_untracked_intake_review,2293,2293,live_differs_from_snapshot_untracked,not_tracked_current_index,bcf63c23ce03719d99ec7758ddcbc30ae60c6e5c,cbfa80ebe46ac3d07cc38aa06542727f2009c420,False
P1_code_agent,git_intake_review_high_value_source_or_agent_config,nexus_os/cli.py,nexus_os,source_or_script,P2_untracked_intake_review,4869,4869,live_differs_from_snapshot_untracked,not_tracked_current_index,f9f8d3a40a3cf75c1a41ebcc7f9fa3d4e8a2ae9d,1753f0032eca06acdcc1d2955a09f60bcc2a2409,False
P1_code_agent,git_intake_review_high_value_source_or_agent_config,nexus_os/stresslab/__init__.py,nexus_os,source_or_script,P2_untracked_intake_review,212,212,live_differs_from_snapshot_untracked,not_tracked_current_index,f079ef382e5d54616e75c57983ed8b98d942192c,e70b9291a129ec9a2e16a6ceef3d2e036433f943,False
P1_code_agent,git_intake_review_high_value_source_or_agent_config,tests/claw/test_config_integrity.py,tests,source_or_script,P2_untracked_intake_review,3775,3788,live_differs_from_snapshot_untracked,not_tracked_current_index,31118d1df06204e29f0819c1b9c07cd9d252ef3b,debe21daff4240eda7077cc6a4442978fcfffab0,False
P1_code_agent,git_intake_review_high_value_source_or_agent_config,tests/claw/test_locks.py,tests,source_or_script,P2_untracked_intake_review,3399,3412,live_differs_from_snapshot_untracked,not_tracked_current_index,282044c6b4bd51c5239045736838076afde8d764,6c47622bc9308c0e5cd8d13e36212b96d284370e,False
P1_code_agent,git_intake_review_high_value_source_or_agent_config,tests/claw/test_store.py,tests,source_or_script,P2_untracked_intake_review,2903,2900,live_differs_from_snapshot_untracked,not_tracked_current_index,1e3111beb41f5168d8237fe642b42fd87310481d,ed89c72b8eaa18a9639133394bdcc074d59e9775,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/README.md,.agents,docs_or_research,P2_untracked_intake_review,5491,5491,live_differs_from_snapshot_untracked,not_tracked_current_index,2197fbad4b29809999c068e354dd1d1c5457bf4c,77134803486a83e7dd950b624dd25bcfb544d6d5,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/SKILL.md,.agents,docs_or_research,P2_untracked_intake_review,29362,29362,live_differs_from_snapshot_untracked,not_tracked_current_index,36478305ae9e72c215826037b9b014f0609eb1db,d9630ed22adb5289e312c4cf93207224098f0941,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/mcp-configure/SKILL.md,.agents,docs_or_research,P2_untracked_intake_review,14809,14809,live_differs_from_snapshot_untracked,not_tracked_current_index,c4f6a8cb6fb94b9304c3d04417be7bd15fc7ee33,e8c02935fc9e3a160cad03cd8913fa264f2e43d8,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/mcp-configure/references/mcp-config-templates.md,.agents,docs_or_research,P2_untracked_intake_review,8242,8242,live_differs_from_snapshot_untracked,not_tracked_current_index,dfe87436d9c0486521e772de8f1fd279eda6d166,20d4ac9ecf5d381d772008c8f5d1763101dc712a,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/mcp-configure/references/mcp-ui-links.md,.agents,docs_or_research,P2_untracked_intake_review,3693,3693,live_differs_from_snapshot_untracked,not_tracked_current_index,5e059af7be0a6a6827942af587e64fbe9d0d49a8,ae9084cd7cd2479dcd731db267f227c14aa7ba53,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/1.8-summary.md,.agents,docs_or_research,P2_untracked_intake_review,7750,7750,live_differs_from_snapshot_untracked,not_tracked_current_index,1ca75c3da7d3c84c2419d2ccf9ef77499157abb4,0dde834703de9ec85a64a226d40f64005376132e,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/1.9-editor-rules.md,.agents,docs_or_research,P2_untracked_intake_review,10834,10834,live_differs_from_snapshot_untracked,not_tracked_current_index,feedccc16cc81b69139dc50d1121e37e0f51723c,890c6de430a9b8731eb91584cb29e4e9e7b06247,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/recipes.md,.agents,docs_or_research,P2_untracked_intake_review,24065,24065,live_differs_from_snapshot_untracked,not_tracked_current_index,ff25a7993b876ecfebe2cf414698b79bc12a7832,1996d31b1784cf84de04799acabee8a0061e8e64,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/android-client-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,4253,4253,live_differs_from_snapshot_untracked,not_tracked_current_index,7434939fc0c4674afc16e5ef6dc09defa48bfdc2,5a0ed3dd07e3fc3fb1861090158bab9105488fe4,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/apex-server-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,750,750,live_differs_from_snapshot_untracked,not_tracked_current_index,3a5e4aa7ac4df4a2fc8857bde627a79c2bd88eba,87139a35205d55091087d1053ee480a6a5f9f1a1,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/browser-frameworks-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,1079,1079,live_differs_from_snapshot_untracked,not_tracked_current_index,ebc8f0159befebc6bdffa4d0c2f116de57c5bdff,832e5998bd26985d36276d2eeab0cfc650bfbbf0,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/cpp-client-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,969,969,live_differs_from_snapshot_untracked,not_tracked_current_index,41624d598b87870b6345162c3df8227985e75d80,9ee8740d918dae1ecd78f7dbaed8e8e2d068020c,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/cpp-server-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,728,728,live_differs_from_snapshot_untracked,not_tracked_current_index,1558c2999871ecd1e672f37da64912df89d93ccd,4ac5211fb9b97ee47cf3d8f210f949f49bdfe2a5,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/dotnet-client-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,1240,1240,live_differs_from_snapshot_untracked,not_tracked_current_index,baf3d5d277740120822b9b0f3aefbad2550ec9c3,9b212dc582085edafad221ad6781f920bc76af08,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/dotnet-server-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,3524,3524,live_differs_from_snapshot_untracked,not_tracked_current_index,57e50e73534a099bb07190a2c1b0dff1a24f51a8,d1f9bfe2aa319164ec65b0801bc0c7cd9fd4f326,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/edge-sdks.md,.agents,docs_or_research,P2_untracked_intake_review,1943,1943,live_differs_from_snapshot_untracked,not_tracked_current_index,8f7ed44168602ab0acc8bed6d17f533027ac7d27,4cc87680aacc9d482f846279e7ef5ede50bf375c,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/electron-client-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,908,908,live_differs_from_snapshot_untracked,not_tracked_current_index,7f59a62433535f10bf5088e13be4434ec865ed6f,3f240e319ca647722eeb47444fd8643701cfc8a1,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/erlang-server-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,889,889,live_differs_from_snapshot_untracked,not_tracked_current_index,661e37691f29488184c57c7f0aabf4c092faaae8,b22b579df91688eb19416b4442733ec16447fd5f,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/flutter-client-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,1304,1304,live_differs_from_snapshot_untracked,not_tracked_current_index,d847a0db1c34057e4016969526bf68534e3c5888,bd76d9190fe91911ef77a858e9c0abe671d1b29f,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/go-server-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,2245,2245,live_differs_from_snapshot_untracked,not_tracked_current_index,26d47c4601ba57ed10f035a04696c1f699dc6610,da6e99ad1857bf32cbae22bb44eaab8b3d5eddac,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/haskell-server-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,919,919,live_differs_from_snapshot_untracked,not_tracked_current_index,df4db0accbe3b851b685a110c0a1bc862222cd1f,f9277e8783170279b9909af7dfa4e897e29f69b2,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/ios-client-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,4782,4782,live_differs_from_snapshot_untracked,not_tracked_current_index,c733289321a7bb92a2f3ffeba8f01008001bf063,1f3fa75daebe91e7efe4620c0969c4504cd5f347,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/java-server-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,3587,3587,live_differs_from_snapshot_untracked,not_tracked_current_index,c872acb630195bce0f33bc2c5fceeea250147f1e,37cf5e049bf4974f4c13b8723b70ee5e94ee135b,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/javascript-browser-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,2747,2747,live_differs_from_snapshot_untracked,not_tracked_current_index,1cb1750c626e230458d83b351b12de44e2fceba3,477472e16a585ebe64add875776d7f9adbd51cda,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/lua-server-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,1054,1054,live_differs_from_snapshot_untracked,not_tracked_current_index,eac2b9f11ced74bf2b320ec6880fc8bb4005bdd2,cbbd3f568b1cc7ed2dfe02a843895cf1aa7eddbe,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/node-client-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,1017,1017,live_differs_from_snapshot_untracked,not_tracked_current_index,e1144ed7accb061b397540109129e1f3e8148114,3db82b0af4e8ca4d6eff2c3419cdb26ac9f28522,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/node-server-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,3008,3008,live_differs_from_snapshot_untracked,not_tracked_current_index,505f96fe8790249515e4184f0ada6440dacf44e2,64d98831fcb6d550a134a0a08e41c22d65ca721c,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/php-server-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,847,847,live_differs_from_snapshot_untracked,not_tracked_current_index,52557cfa2c11a1cb90b07cb4376866e8b2b92ba7,d830f127fd2b65846a09949110ba8e08e7179a4f,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/python-server-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,2921,2921,live_differs_from_snapshot_untracked,not_tracked_current_index,a7d413f863a7913bffa3db14919a7f427f569ab8,7940b06542de8558c1134aaefe0d03b8071c8bf7,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/react-native-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,2916,2916,live_differs_from_snapshot_untracked,not_tracked_current_index,701bfbccbc98ea393d6f6520dcecee164886cd83,76eace4e5e230c0685235d697d7a086042889aa0,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/react-web-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,2911,2911,live_differs_from_snapshot_untracked,not_tracked_current_index,e6fd97267ce5411ee310d2800e243a48cd80827d,01e5329ce30fcc38f947a3221019703327972e91,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/roku-client-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,718,718,live_differs_from_snapshot_untracked,not_tracked_current_index,4ca5cbdbbd13aa48870da8ee066ee3c18e90493a,059c8f504c409e4509ad35d02377f36fa5d2985a,False
P2_knowledge_data,research_intake_archive_or_canonicalize,.agents/skills/onboardingv2/references/sdk/snippets/ruby-server-sdk.md,.agents,docs_or_research,P2_untracked_intake_review,934,934,live_differs_from_snapshot_untracked,not_tracked_current_index,6f37807970a9b47adca5dbd797103e95f5027e07,dd9ba5e37ded03f403f4505eae06e0cd7d5116a8,False
